"","Year","Day of Week","Month","Day","Time (ET)","Game Type","Home Team","Away Team","Arena","City","State","Attendance"
"1983","2005","Sunday","August","14","9:00 PM","Regular season","Phoenix Mercury","Indiana Fever","US Airways Center","Phoenix","AZ","6279"
"1984","2005","Tuesday","August","16","3:00 AM","Regular season","New York Liberty","Washington Mystics","Madison Square Garden","New York","NY","10559"
"1985","2005","Tuesday","August","16","8:00 PM","Regular season","Minnesota Lynx","Houston Comets","Target Center","Minneapolis","MN","5920"
"1986","2005","Tuesday","August","16","10:00 PM","Regular season","Phoenix Mercury","Detroit Shock","US Airways Center","Phoenix","AZ","6239"
"1987","2005","Tuesday","August","16","6:00 AM","Regular season","Los Angeles Sparks","Sacramento Monarchs","Staples Center","Los Angeles","CA","9205"
"1988","2005","Thursday","August","18","7:00 PM","Regular season","Connecticut Sun","Charlotte Sting","Mohegan Sun Arena","Uncasville","CT","6003"
"1989","2005","Thursday","August","18","8:00 PM","Regular season","Indiana Fever","Washington Mystics","Conseco Fieldhouse","Indianapolis","IN","8727"
"1990","2005","Thursday","August","18","4:00 AM","Regular season","Houston Comets","Phoenix Mercury","Compaq Center","Houston","TX","5665"
"1991","2005","Thursday","August","18","10:00 PM","Regular season","Sacramento Monarchs","San Antonio Silver Stars","ARCO Arena","Sacramento","CA","6767"
"1992","2005","Thursday","August","18","10:00 PM","Regular season","Seattle Storm","Minnesota Lynx","KeyArena","Seattle","WA","9245"
"1993","2005","Friday","August","19","10:00 PM","Regular season","Phoenix Mercury","San Antonio Silver Stars","US Airways Center","Phoenix","AZ","6994"
"1994","2005","Friday","August","19","6:00 AM","Regular season","Los Angeles Sparks","Detroit Shock","Staples Center","Los Angeles","CA","8324"
"1995","2005","Saturday","August","20","4:00 PM","Regular season","Sacramento Monarchs","Seattle Storm","ARCO Arena","Sacramento","CA","13027"
"1996","2005","Saturday","August","20","6:00 PM","Regular season","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT","8304"
"1997","2005","Saturday","August","20","8:00 PM","Regular season","Indiana Fever","Charlotte Sting","Conseco Fieldhouse","Indianapolis","IN","9823"
"1998","2005","Sunday","August","21","5:00 PM","Regular season","Detroit Shock","Washington Mystics","Palace of Auburn Hills","Detroit","MI","11735"
"1999","2005","Sunday","August","21","9:00 PM","Regular season","Phoenix Mercury","Minnesota Lynx","US Airways Center","Phoenix","AZ","6310"
"2000","2005","Sunday","August","21","5:00 AM","Regular season","Los Angeles Sparks","Houston Comets","Staples Center","Los Angeles","CA","7356"
"2001","2005","Tuesday","August","23","7:00 PM","Regular season","Charlotte Sting","Detroit Shock","Time Warner Cable Arena","Charlotte","NC","4036"
"2002","2005","Tuesday","August","23","7:00 PM","Regular season","Connecticut Sun","Indiana Fever","Mohegan Sun Arena","Uncasville","CT","5596"
"2003","2005","Tuesday","August","23","7:00 PM","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC","6010"
"2004","2005","Tuesday","August","23","8:00 PM","Regular season","San Antonio Silver Stars","Seattle Storm","AT&T Center","San Antonio","TX","5508"
"2005","2005","Tuesday","August","23","10:00 PM","Regular season","Los Angeles Sparks","Minnesota Lynx","Staples Center","Los Angeles","CA","8454"
"2006","2005","Tuesday","August","23","10:00 PM","Regular season","Sacramento Monarchs","Phoenix Mercury","ARCO Arena","Sacramento","CA","8982"
"2007","2005","Thursday","August","25","3:00 AM","Regular season","Detroit Shock","Indiana Fever","Palace of Auburn Hills","Detroit","MI","11903"
"2008","2005","Thursday","August","25","3:00 AM","Regular season","New York Liberty","Charlotte Sting","Madison Square Garden","New York","NY","11509"
"2009","2005","Thursday","August","25","10:00 PM","Regular season","Phoenix Mercury","Houston Comets","US Airways Center","Phoenix","AZ","8528"
"2010","2005","Thursday","August","25","10:00 PM","Regular season","Seattle Storm","Sacramento Monarchs","KeyArena","Seattle","WA","9686"
"2011","2005","Friday","August","26","3:00 AM","Regular season","Connecticut Sun","Washington Mystics","Mohegan Sun Arena","Uncasville","CT","9341"
"2012","2005","Friday","August","26","8:00 PM","Regular season","San Antonio Silver Stars","Los Angeles Sparks","AT&T Center","San Antonio","TX","9622"
"2013","2005","Saturday","August","27","6:00 PM","Regular season","Charlotte Sting","Connecticut Sun","Time Warner Cable Arena","Charlotte","NC","8501"
"2014","2005","Saturday","August","27","6:00 PM","Regular season","Washington Mystics","Detroit Shock","Verizon Center","Washington","DC","9011"
"2015","2005","Saturday","August","27","2:00 AM","Regular season","Seattle Storm","Phoenix Mercury","KeyArena","Seattle","WA","11206"
"2016","2005","Saturday","August","27","8:00 PM","Regular season","Minnesota Lynx","Sacramento Monarchs","Target Center","Minneapolis","MN","6722"
"2017","2005","Saturday","August","27","8:00 PM","Regular season","Indiana Fever","New York Liberty","Conseco Fieldhouse","Indianapolis","IN","9823"
"2018","2005","Saturday","August","27","4:00 AM","Regular season","Houston Comets","Los Angeles Sparks","Compaq Center","Houston","TX","10472"
"2019","2005","Tuesday","August","30","3:00 AM","Eastern Conference Semifinals","New York Liberty","Indiana Fever","Madison Square Garden","New York","NY","7729"
"2020","2005","Tuesday","August","30","5:00 AM","Western Conference Semifinals","Houston Comets","Seattle Storm","Toyota Center","Houston","TX","5055"
"2021","2005","Wednesday","August","31","8:00 PM","Eastern Conference Semifinals","Detroit Shock","Connecticut Sun","Palace of Auburn Hills","Detroit","MI","5930"
"2022","2005","Wednesday","August","31","6:00 AM","Western Conference Semifinals","Los Angeles Sparks","Sacramento Monarchs","Staples Center","Los Angeles","CA","6760"
"2023","2005","Thursday","September","1","8:00 PM","Eastern Conference Semifinals","Indiana Fever","New York Liberty","Conseco Fieldhouse","Indianapolis","IN","5085"
"2024","2005","Thursday","September","1","10:00 PM","Western Conference Semifinals","Seattle Storm","Houston Comets","KeyArena","Seattle","WA","8466"
"2025","2005","Friday","September","2","8:00 PM","Eastern Conference Semifinals","Connecticut Sun","Detroit Shock","Mohegan Sun Arena","Uncasville","CT","8167"
"2026","2005","Friday","September","2","10:00 PM","Western Conference Semifinals","Sacramento Monarchs","Los Angeles Sparks","ARCO Arena","Sacramento","CA","10193"
"2027","2005","Saturday","September","3","10:00 PM","Western Conference Semifinals","Seattle Storm","Houston Comets","KeyArena","Seattle","WA","8415"
"2028","2005","Thursday","September","8","7:00 PM","Eastern Conference Finals","Indiana Fever","Connecticut Sun","Conseco Fieldhouse","Indianapolis","IN","8777"
"2029","2005","Thursday","September","8","9:00 PM","Western Conference Finals","Houston Comets","Sacramento Monarchs","Toyota Center","Houston","TX","6280"
"2030","2005","Saturday","September","10","2:00 PM","Eastern Conference Finals","Connecticut Sun","Indiana Fever","Mohegan Sun Arena","Uncasville","CT","7588"
"2031","2005","Saturday","September","10","1:00 AM","Western Conference Finals","Sacramento Monarchs","Houston Comets","ARCO Arena","Sacramento","CA","8635"
"2032","2005","Wednesday","September","14","8:00 PM","Finals","Connecticut Sun","Sacramento Monarchs","Mohegan Sun Arena","Uncasville","CT","8157"
"2033","2005","Thursday","September","15","8:00 PM","Finals","Connecticut Sun","Sacramento Monarchs","Mohegan Sun Arena","Uncasville","CT","8444"
"2034","2005","Sunday","September","18","4:00 PM","Finals","Sacramento Monarchs","Connecticut Sun","ARCO Arena","Sacramento","CA","14073"
"2035","2005","Tuesday","September","20","8:00 PM","Finals","Sacramento Monarchs","Connecticut Sun","ARCO Arena","Sacramento","CA","15002"
"2036","2006","Saturday","May","20","4:00 PM","Regular season","Sacramento Monarchs","Phoenix Mercury","ARCO Arena","Sacramento","CA","17317"
"2037","2006","Saturday","May","20","6:00 PM","Regular season","Charlotte Sting","Chicago Sky","Time Warner Cable Arena","Charlotte","NC","6010"
"2038","2006","Saturday","May","20","7:00 PM","Regular season","Connecticut Sun","New York Liberty","Mohegan Sun Arena","Uncasville","CT","8316"
"2039","2006","Saturday","May","20","7:00 PM","Regular season","Indiana Fever","Detroit Shock","Conseco Fieldhouse","Indianapolis","IN","9312"
"2040","2006","Sunday","May","21","6:00 PM","Regular season","Houston Comets","San Antonio Silver Stars","Toyota Center","Houston","TX","10952"
"2041","2006","Sunday","May","21","9:00 PM","Regular season","Seattle Storm","Los Angeles Sparks","KeyArena","Seattle","WA","9686"
"2042","2006","Tuesday","May","23","7:00 PM","Regular season","Charlotte Sting","Los Angeles Sparks","Time Warner Cable Arena","Charlotte","NC","3576"
"2043","2006","Tuesday","May","23","7:00 PM","Regular season","Washington Mystics","New York Liberty","Verizon Center","Washington","DC","6460"
"2044","2006","Tuesday","May","23","8:00 PM","Regular season","Chicago Sky","Sacramento Monarchs","UIC Pavilion","Chicago","IL","5112"
"2045","2006","Tuesday","May","23","8:00 PM","Regular season","San Antonio Silver Stars","Indiana Fever","AT&T Center","San Antonio","TX","6676"
"2046","2006","Tuesday","May","23","9:00 PM","Regular season","Minnesota Lynx","Connecticut Sun","Target Center","Minneapolis","MN","9471"
"2047","2006","Tuesday","May","23","11:00 PM","Regular season","Seattle Storm","Houston Comets","KeyArena","Seattle","WA","7541"
"2048","2006","Wednesday","May","24","3:00 AM","Regular season","Detroit Shock","Minnesota Lynx","Palace of Auburn Hills","Detroit","MI","10814"
"2049","2006","Thursday","May","25","7:00 PM","Regular season","Charlotte Sting","Washington Mystics","Time Warner Cable Arena","Charlotte","NC","3527"
"2050","2006","Thursday","May","25","8:00 PM","Regular season","San Antonio Silver Stars","Los Angeles Sparks","AT&T Center","San Antonio","TX","6385"
"2051","2006","Thursday","May","25","10:00 PM","Regular season","Phoenix Mercury","Seattle Storm","US Airways Center","Phoenix","AZ","10401"
"2052","2006","Thursday","May","25","10:00 PM","Regular season","Sacramento Monarchs","Houston Comets","ARCO Arena","Sacramento","CA","6231"
"2053","2006","Friday","May","26","4:00 AM","Regular season","Chicago Sky","Indiana Fever","UIC Pavilion","Chicago","IL","3151"
"2054","2006","Saturday","May","27","4:00 PM","Regular season","Connecticut Sun","Detroit Shock","Mohegan Sun Arena","Uncasville","CT","6738"
"2055","2006","Saturday","May","27","5:00 PM","Regular season","Washington Mystics","Minnesota Lynx","Verizon Center","Washington","DC","6598"
"2056","2006","Tuesday","May","30","7:00 PM","Regular season","Indiana Fever","New York Liberty","Conseco Fieldhouse","Indianapolis","IN","7629"
"2057","2006","Tuesday","May","30","9:00 PM","Regular season","Chicago Sky","Los Angeles Sparks","UIC Pavilion","Chicago","IL","3086"
"2058","2006","Wednesday","May","31","8:00 PM","Regular season","Minnesota Lynx","Los Angeles Sparks","Target Center","Minneapolis","MN","5765"
"2059","2006","Wednesday","May","31","4:00 AM","Regular season","Houston Comets","Indiana Fever","Toyota Center","Houston","TX","4450"
"2060","2006","Wednesday","May","31","10:00 PM","Regular season","Sacramento Monarchs","Seattle Storm","ARCO Arena","Sacramento","CA","6055"
"2061","2006","Wednesday","May","31","10:00 PM","Regular season","Phoenix Mercury","San Antonio Silver Stars","US Airways Center","Phoenix","AZ","5091"
"2062","2006","Thursday","June","1","7:00 PM","Regular season","Charlotte Sting","Connecticut Sun","Time Warner Cable Arena","Charlotte","NC","3632"
"2063","2006","Thursday","June","1","3:00 AM","Regular season","Detroit Shock","New York Liberty","Palace of Auburn Hills","Detroit","MI","7132"
"2064","2006","Friday","June","2","8:00 PM","Regular season","Minnesota Lynx","Indiana Fever","Target Center","Minneapolis","MN","6362"
"2065","2006","Friday","June","2","4:00 AM","Regular season","Houston Comets","Chicago Sky","Toyota Center","Houston","TX","5397"
"2066","2006","Friday","June","2","10:00 PM","Regular season","Seattle Storm","Phoenix Mercury","KeyArena","Seattle","WA","7753"
"2067","2006","Friday","June","2","10:00 PM","Regular season","Sacramento Monarchs","San Antonio Silver Stars","ARCO Arena","Sacramento","CA","7123"
"2068","2006","Saturday","June","3","4:00 PM","Regular season","New York Liberty","Los Angeles Sparks","Madison Square Garden","New York","NY","14070"
"2069","2006","Saturday","June","3","4:00 PM","Regular season","Connecticut Sun","Charlotte Sting","Mohegan Sun Arena","Uncasville","CT","7318"
"2070","2006","Saturday","June","3","4:00 PM","Regular season","Washington Mystics","Detroit Shock","Verizon Center","Washington","DC","5897"
"2071","2006","Sunday","June","4","6:00 PM","Regular season","Houston Comets","Minnesota Lynx","Toyota Center","Houston","TX","7526"
"2072","2006","Sunday","June","4","7:00 PM","Regular season","Chicago Sky","Detroit Shock","UIC Pavilion","Chicago","IL","3135"
"2073","2006","Sunday","June","4","9:00 PM","Regular season","Seattle Storm","San Antonio Silver Stars","KeyArena","Seattle","WA","7746"
"2074","2006","Tuesday","June","6","7:00 PM","Regular season","Washington Mystics","Houston Comets","Verizon Center","Washington","DC","5892"
"2075","2006","Tuesday","June","6","6:00 AM","Regular season","Phoenix Mercury","Sacramento Monarchs","US Airways Center","Phoenix","AZ","7121"
"2076","2006","Wednesday","June","7","11:00 AM","Regular season","New York Liberty","Connecticut Sun","Madison Square Garden","New York","NY","10180"
"2077","2006","Wednesday","June","7","7:00 PM","Regular season","Indiana Fever","Washington Mystics","Conseco Fieldhouse","Indianapolis","IN","6562"
"2078","2006","Wednesday","June","7","10:00 PM","Regular season","Seattle Storm","Chicago Sky","KeyArena","Seattle","WA","5741"
"2079","2006","Wednesday","June","7","6:00 AM","Regular season","Los Angeles Sparks","Detroit Shock","Staples Center","Los Angeles","CA","7796"
"2080","2006","Friday","June","9","7:00 PM","Regular season","Connecticut Sun","Seattle Storm","Mohegan Sun Arena","Uncasville","CT","8138"
"2081","2006","Friday","June","9","7:00 PM","Regular season","Charlotte Sting","Indiana Fever","Time Warner Cable Arena","Charlotte","NC","5014"
"2082","2006","Friday","June","9","8:00 PM","Regular season","San Antonio Silver Stars","Minnesota Lynx","AT&T Center","San Antonio","TX","5998"
"2083","2006","Friday","June","9","4:00 AM","Regular season","Houston Comets","New York Liberty","Toyota Center","Houston","TX","7495"
"2084","2006","Friday","June","9","10:00 PM","Regular season","Phoenix Mercury","Detroit Shock","US Airways Center","Phoenix","AZ","6157"
"2085","2006","Friday","June","9","6:00 AM","Regular season","Los Angeles Sparks","Chicago Sky","Staples Center","Los Angeles","CA","7282"
"2086","2006","Saturday","June","10","8:00 PM","Regular season","San Antonio Silver Stars","New York Liberty","AT&T Center","San Antonio","TX","8103"
"2087","2006","Saturday","June","10","10:00 PM","Regular season","Sacramento Monarchs","Chicago Sky","ARCO Arena","Sacramento","CA","10416"
